Video file,Organ,Finding,Classification,labels
b6789cce-621e-4c43-8243-a0178cb171fb,Lower GI,polyps,pathological-findings,12
bb4c477e-06db-43c3-84f7-28df2e71ca8e,Lower GI,bbps-2-3,quality-of-mucosal-views,3
71f5ea21-9d8f-4855-b21f-ffa5a2b2276b,Lower GI,polyps,pathological-findings,12
1ee05b61-02fd-441f-b6a3-ac6d145bb319,Lower GI,retroflex-rectum,anatomical-landmarks,14
c55555c0-6d6e-4f2d-9932-28ac92d2f9ba,Lower GI,polyps,pathological-findings,12
5eafaa1b-d1e4-4d8e-851a-c46a1c239b63,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
2c8ba4fa-ae19-4bc4-a4de-b0f16d490dea,Lower GI,bbps-2-3,quality-of-mucosal-views,3
4fb7d823-347f-4bda-9169-3f415bda7b54,Upper GI,esophagitis-a,pathological-findings,7
9ab3775c-b153-48ba-8260-6cd20ba784d6,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
7c78cac0-2e9f-416e-a5d9-b2d5ebf281fd,Lower GI,bbps-2-3,quality-of-mucosal-views,3
9a1fe68b-c36d-4fee-9c20-0ab781c9e71d,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
47e056dc-fbf8-425c-a953-51ea04eae86a,Upper GI,pylorus,anatomical-landmarks,13
e61faa7b-029d-4c5b-9d2d-f29b6ea52b56,Lower GI,polyps,pathological-findings,12
5e1055b0-1ffc-4263-89e9-86034f99ed2a,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8dc131a1-1237-4a9b-b671-0137d481d407,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
b510c22e-7619-4a27-b42a-d2a508bc0113,Lower GI,bbps-2-3,quality-of-mucosal-views,3
9703b12a-889a-4027-9963-9d79362a0d91,Lower GI,retroflex-rectum,anatomical-landmarks,14
a8783ba1-2531-4fb4-aa75-b87569b94624,Lower GI,retroflex-rectum,anatomical-landmarks,14
4ac7a545-ab2a-4a43-962d-457cc2a9ca89,Lower GI,cecum,anatomical-landmarks,4
6f2daa70-5f91-431f-ac2f-923e784b974c,Upper GI,esophagitis-a,pathological-findings,7
605355dd-36f6-4a59-954a-2b5b4b1daa38,Lower GI,retroflex-rectum,anatomical-landmarks,14
93799964-5ced-42a2-9e51-1455e7e43d44,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
5be7ff20-0c47-43f0-8938-a72f172dfdc4,Lower GI,cecum,anatomical-landmarks,4
088008cb-b210-48ed-9556-9e9383b8550b,Upper GI,retroflex-stomach,anatomical-landmarks,15
85b2cdd7-360f-4bdd-a6e2-5815bc4995d9,Lower GI,bbps-0-1,quality-of-mucosal-views,2
66add0a6-5949-4710-944b-86374906f0bb,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
3e6cb818-f91e-43cf-bf69-fa80accf68bd,Lower GI,dyed-resection-margins,therapeutic-interventions,6
bea9709a-d0a4-4719-a7fd-4bfaaecca5ce,Upper GI,retroflex-stomach,anatomical-landmarks,15
f3b86789-4b3c-4978-a26f-c4d95fa9124d,Upper GI,barretts-short-segment,pathological-findings,1
a523820f-895c-4c2c-b81a-97396fbb4bac,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
03af8452-33aa-4dba-8b67-7928c763841e,Upper GI,pylorus,anatomical-landmarks,13
09bb38ed-6c54-416f-bd5e-3d77022cee48,Lower GI,retroflex-rectum,anatomical-landmarks,14
4932f644-8b48-48ec-85fd-26fc98ee87cf,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
c6b2abf5-f03d-43ce-8f6d-01d5519951e9,Upper GI,z-line,anatomical-landmarks,22
0af13626-c36f-4682-b27f-1c2e50533bb9,Lower GI,cecum,anatomical-landmarks,4
1ca5a7d5-9828-4735-b7ef-4c345e5f3fa5,Lower GI,bbps-2-3,quality-of-mucosal-views,3
479df850-eea5-42c9-943d-5187b1f28f64,Upper GI,pylorus,anatomical-landmarks,13
8e11e754-63bc-4f7a-be84-837d84b7a7b3,Lower GI,bbps-2-3,quality-of-mucosal-views,3
b89a0b47-3d49-41aa-8c68-23c83c3aeac8,Lower GI,polyps,pathological-findings,12
52d6127a-2ed8-4295-b3aa-fa9a814aa710,Lower GI,dyed-resection-margins,therapeutic-interventions,6
72601fce-6d1f-43df-aa25-e2b8c534b8e5,Lower GI,dyed-resection-margins,therapeutic-interventions,6
a74aee96-b203-49ea-bad9-8677e86e8e63,Upper GI,esophagitis-a,pathological-findings,7
3bd30288-3126-4091-8f5b-b459cde5e48a,Lower GI,polyps,pathological-findings,12
a3526e2b-bf12-4411-9e71-25df2c6091bf,Lower GI,cecum,anatomical-landmarks,4
37e65fc8-da30-4f8b-bb07-542300af5279,Upper GI,z-line,anatomical-landmarks,22
44fe307d-f6a5-4b7a-ad7b-ab741e55c56d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
49e70e37-19e7-4b36-a5f9-b144e983a4f4,Lower GI,polyps,pathological-findings,12
9915f490-b75e-421c-a532-2b16353d6dba,Lower GI,bbps-2-3,quality-of-mucosal-views,3
9941c3fe-6d14-4d8e-9827-ca3945d68246,Upper GI,pylorus,anatomical-landmarks,13
5f135214-b0ad-4cad-bde0-a30637ec7c7f,Upper GI,z-line,anatomical-landmarks,22
1f63a80d-7fb2-4430-9f9a-cd03273351b9,Lower GI,bbps-0-1,quality-of-mucosal-views,2
c078314b-8fcc-4ddc-8a48-14fa37a67b25,Upper GI,pylorus,anatomical-landmarks,13
53ee4208-524a-410a-8a00-c8cea3ca314d,Upper GI,retroflex-stomach,anatomical-landmarks,15
d205d4aa-8be2-4839-a0be-c01bfbdc094e,Lower GI,bbps-2-3,quality-of-mucosal-views,3
1871316b-5978-42a4-a6ea-44da15149bd4,Upper GI,retroflex-stomach,anatomical-landmarks,15
ff469027-d898-40f9-aa3a-1bf83a7c351e,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
776d9155-b636-4c91-9fd9-444c7f6a6fdf,Lower GI,polyps,pathological-findings,12
a41953c8-f79a-47ba-89ae-0d662767d015,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
cab7ac33-273a-4339-b30c-05c09dac06a5,Upper GI,esophagitis-a,pathological-findings,7
3c83d7e7-305f-490f-b0fb-e774ed35e87a,Upper GI,pylorus,anatomical-landmarks,13
284a9146-35c5-436a-b578-259b98d4f08a,Upper GI,z-line,anatomical-landmarks,22
e957772f-7fd9-46b0-b282-9d5152b7f614,Lower GI,retroflex-rectum,anatomical-landmarks,14
8325bb42-ff88-424b-8ddd-341e94170a03,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
d49fd786-701c-4ba3-bb64-12563b1538cf,Lower GI,dyed-resection-margins,therapeutic-interventions,6
02d689df-b6ec-4bc9-8443-f0a1b45fe4b0,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
9e0ad3f7-e22e-4d27-906d-00c59fbfcaed,Lower GI,bbps-2-3,quality-of-mucosal-views,3
ac0a2d5c-4d8c-4d35-a94b-fb07287ce3f4,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
7b8e8087-597a-4399-bc21-f78cf3c1e3b8,Lower GI,bbps-2-3,quality-of-mucosal-views,3
354bde5f-59b1-47c7-94a8-c6ee2f6b1cbb,Upper GI,esophagitis-a,pathological-findings,7
684e2070-fa52-4558-9ddd-037c91d2fb83,Lower GI,bbps-2-3,quality-of-mucosal-views,3
00c7b12f-3cb2-4fa6-8077-9031500661ac,Upper GI,z-line,anatomical-landmarks,22
2f57f73f-7d8f-4625-9956-a5efb8704061,Upper GI,esophagitis-b-d,pathological-findings,8
3976c6c8-7a6a-40b4-b609-c954c53cce03,Upper GI,esophagitis-a,pathological-findings,7
f2576130-86e9-464a-bc97-70975c0eb1ff,Upper GI,esophagitis-b-d,pathological-findings,8
f8f5bc2b-4973-4d43-ac5a-ee1371481060,Lower GI,retroflex-rectum,anatomical-landmarks,14
00cce571-211c-4cd7-b067-7f2678ba920b,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
d4dcbc60-86a9-4bf8-b9e0-105e29a39c75,Upper GI,retroflex-stomach,anatomical-landmarks,15
a3c258f0-52c3-4de6-bdca-7b52da0d3911,Upper GI,pylorus,anatomical-landmarks,13
91be8baa-7f84-4f55-90bb-6ee4deb4a167,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
549fcd13-8726-44cd-a14c-cf8dfeafa13f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
4ad3e8b9-6c23-4a33-8ddd-aea484e0c331,Upper GI,esophagitis-a,pathological-findings,7
e755c11c-3219-4b9a-bf34-ddfee2147bbc,Lower GI,dyed-resection-margins,therapeutic-interventions,6
a4a52a0e-355a-4485-837d-f873fd0e7d07,Lower GI,dyed-resection-margins,therapeutic-interventions,6
58195429-ccfb-42c7-8a26-f407fab2b5a3,Lower GI,dyed-resection-margins,therapeutic-interventions,6
3f309591-f873-4ca6-81ed-d3ef29d0a1e6,Lower GI,dyed-resection-margins,therapeutic-interventions,6
f7d0d334-4880-42fe-9cbb-0e7c77df8920,Lower GI,cecum,anatomical-landmarks,4
3419bb6e-3e2e-43e1-8176-af77cd85695f,Lower GI,dyed-resection-margins,therapeutic-interventions,6
e81cdaa6-1904-4ffa-92fb-f388c48e50b4,Upper GI,retroflex-stomach,anatomical-landmarks,15
9c1b1cfc-8c9e-49db-924f-74d7ed47eb8b,Upper GI,pylorus,anatomical-landmarks,13
0b655577-ac60-4084-bf6f-f59e05671d40,Lower GI,cecum,anatomical-landmarks,4
500b210d-e8b3-40a0-85ef-caf4db109137,Upper GI,pylorus,anatomical-landmarks,13
38a61644-2fb7-41f3-8c22-cfd328953a69,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
4bad0784-02a4-4423-8940-033c32d80a48,Upper GI,pylorus,anatomical-landmarks,13
443d1574-27f1-452e-a96f-1ba0b90ca457,Lower GI,dyed-resection-margins,therapeutic-interventions,6
8fe8a08b-efef-4c71-b95d-f2edc5902f6b,Lower GI,polyps,pathological-findings,12
fdcd0554-69b7-4429-927d-11f4de09994c,Lower GI,retroflex-rectum,anatomical-landmarks,14
16df705b-400c-4962-92eb-07343c3f741b,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
96788df5-f4a6-448c-b6bb-2b8569aae220,Lower GI,polyps,pathological-findings,12
562d3db8-bda0-47ea-a67c-cd1df32010af,Upper GI,z-line,anatomical-landmarks,22
0016b80d-1d3d-4fe0-ad7c-7a8e369352bb,Lower GI,dyed-resection-margins,therapeutic-interventions,6
5dacb000-8c85-4e27-a245-092528cd6388,Upper GI,esophagitis-b-d,pathological-findings,8
a4348463-b8e3-4b82-84e7-320b2902d506,Lower GI,cecum,anatomical-landmarks,4
a7143361-6ae8-4d4d-86fa-4d068e57c189,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
fbee9682-f7c6-4723-8cb2-9a8c33af9b22,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
e8e868bf-d22b-4363-8786-075e29422a6f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
4e81a8e3-0415-4b0d-aaef-c35142c39f23,Lower GI,bbps-0-1,quality-of-mucosal-views,2
776af718-24ee-45ec-9612-3a634e76a17a,Upper GI,retroflex-stomach,anatomical-landmarks,15
c77b6037-923a-4c63-8aef-d6beb351e2b5,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
75267784-bdfa-42a7-a79d-6e7658aa3012,Lower GI,bbps-2-3,quality-of-mucosal-views,3
d78cd19b-8c9d-4e19-bade-a9f6aa7edd95,Lower GI,bbps-2-3,quality-of-mucosal-views,3
ee70e09c-8bcd-4bb2-be29-c497f706196a,Lower GI,impacted-stool,quality-of-mucosal-views,11
e67cd96e-69af-4597-b7f0-7295c077b3b0,Lower GI,cecum,anatomical-landmarks,4
98f0aef8-c087-4441-9759-b1734a4ae165,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
eb758e67-52fc-4f7c-a38b-f538204c4fb3,Upper GI,z-line,anatomical-landmarks,22
a04d0320-449c-416e-a820-5973787af67f,Upper GI,pylorus,anatomical-landmarks,13
e7e3f4a5-e01b-4656-99b1-3220e5dfa11b,Upper GI,pylorus,anatomical-landmarks,13
75b9528d-a696-4b58-a18b-bfa1c565df4c,Lower GI,retroflex-rectum,anatomical-landmarks,14
683f6960-1f6e-4568-8eb6-e6b6a9c61b91,Lower GI,impacted-stool,quality-of-mucosal-views,11
ba8897db-c392-4824-94a1-d8e04648abab,Lower GI,cecum,anatomical-landmarks,4
adc0840e-28de-44a9-a560-52bb4ca4e3f2,Upper GI,retroflex-stomach,anatomical-landmarks,15
3552380b-bfba-4c63-a630-43c06d6074a7,Lower GI,bbps-2-3,quality-of-mucosal-views,3
48381404-6ca1-4b1b-aa4f-6825ce5c052e,Upper GI,esophagitis-b-d,pathological-findings,8
8b5edcf8-c2d3-4ee8-a587-83940161dd0b,Lower GI,polyps,pathological-findings,12
e55f7261-c70e-401a-965a-755046b11eb7,Upper GI,pylorus,anatomical-landmarks,13
259ed483-adda-442c-9b60-65fea6d56662,Lower GI,bbps-2-3,quality-of-mucosal-views,3
fb29ef6b-e7de-4aba-9f0c-12e9b5321f47,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8bbef618-5155-48f7-8cac-4e49e791d61c,Upper GI,retroflex-stomach,anatomical-landmarks,15
343c68d0-bb55-4c06-bc31-58ba65d510b2,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
89f3cc01-9eec-44ad-badb-9f6891671126,Upper GI,z-line,anatomical-landmarks,22
4dca414a-5e96-4469-ade6-3540ef35ebd5,Lower GI,polyps,pathological-findings,12
1c74bf44-9ef7-452a-b641-29f1006f0de0,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
d4caada0-8143-497c-8b7e-cc77a48ac3e6,Upper GI,pylorus,anatomical-landmarks,13
db380bd8-2e45-48dc-9643-ac18c7c4b4f6,Lower GI,polyps,pathological-findings,12
f00ec5e6-fea4-4aff-8af7-47e4b123c6d4,Lower GI,cecum,anatomical-landmarks,4
eae41db2-f039-4073-b22d-a52a36bc90b4,Lower GI,bbps-0-1,quality-of-mucosal-views,2
bf80dc7c-1d7f-47cb-930d-35051d89b310,Lower GI,cecum,anatomical-landmarks,4
c9a7fe48-37fb-438a-a67c-04ebdcb50d0b,Upper GI,z-line,anatomical-landmarks,22
402fb7d5-427d-495b-9b0c-8905c34eb5f2,Lower GI,cecum,anatomical-landmarks,4
924f409a-5ce5-4248-9647-7060eaf285b0,Lower GI,bbps-2-3,quality-of-mucosal-views,3
6d04bd4a-f758-435d-a8d8-62dc946dc400,Lower GI,retroflex-rectum,anatomical-landmarks,14
57b47642-5e20-4fe6-ae43-c0fa6aa49cb5,Lower GI,bbps-2-3,quality-of-mucosal-views,3
47a63de4-8bf7-4af0-87c4-c9186f69ae10,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
c9a58375-0466-42d9-b2fd-215c73ca8ea0,Lower GI,cecum,anatomical-landmarks,4
7134e0a1-b9c3-4151-a6b2-d105f6ba6a22,Upper GI,retroflex-stomach,anatomical-landmarks,15
0a073f1f-1e58-4142-a7d0-21a4cb5286a3,Upper GI,retroflex-stomach,anatomical-landmarks,15
316ca655-582a-4dbf-b36e-5fdfb7fe1fcd,Lower GI,polyps,pathological-findings,12
27376f04-dfc2-4d61-a784-97b94e6218e3,Lower GI,bbps-2-3,quality-of-mucosal-views,3
0f09a2a0-d78d-43b1-b849-eb6f2c3d9fa8,Lower GI,cecum,anatomical-landmarks,4
ea1a436f-99d0-4dfe-83c2-92b249259eef,Upper GI,z-line,anatomical-landmarks,22
5d96f775-f7d6-419a-b65e-ca0902967b17,Upper GI,pylorus,anatomical-landmarks,13
ef00d9f3-97c3-4f68-9c64-e78a5f2265a5,Upper GI,pylorus,anatomical-landmarks,13
0f134090-5967-44d0-886f-eae91e2bc04a,Upper GI,pylorus,anatomical-landmarks,13
4fda32e4-e22c-4ece-b273-e0f98ab0cd5a,Lower GI,dyed-resection-margins,therapeutic-interventions,6
23300922-5022-46eb-ba75-3ffef6da91d6,Lower GI,cecum,anatomical-landmarks,4
e979ce38-bc62-4e5b-b4c4-600bb030aee7,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
503452d6-b5ba-40ae-b3a8-6fffd41e2511,Lower GI,cecum,anatomical-landmarks,4
a007baba-b119-4997-bfac-f6af805b32db,Lower GI,polyps,pathological-findings,12
58ae9084-1bd0-4a12-a73d-baebc963bfec,Lower GI,bbps-2-3,quality-of-mucosal-views,3
fb753972-e562-474b-9550-8b85a627b2ad,Upper GI,z-line,anatomical-landmarks,22
c8fb970e-169d-4b34-b792-c05ec6cf675d,Lower GI,retroflex-rectum,anatomical-landmarks,14
5f7913bf-0c63-4897-88d4-56fc98fb57be,Upper GI,z-line,anatomical-landmarks,22
f2368bca-fc6c-44df-aac1-ce832f93cf75,Lower GI,dyed-resection-margins,therapeutic-interventions,6
04aacb46-a467-44e3-955f-206d0373691f,Upper GI,esophagitis-a,pathological-findings,7
cec4cc0e-2586-4a37-a857-b704bcdee26d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
8caab180-749f-465f-bdd7-6ad7ece47b9d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
9c1c6c31-dfa3-4929-97c8-c4bc0068f9d9,Upper GI,barretts-short-segment,pathological-findings,1
1dbf6522-c20b-45bd-83c9-c87e765b014e,Upper GI,pylorus,anatomical-landmarks,13
e3125de0-d8c4-47fa-afe2-d84cc93723ca,Upper GI,z-line,anatomical-landmarks,22
45346ff5-45f6-431c-9251-d95348e07cbb,Lower GI,cecum,anatomical-landmarks,4
95a23c04-f6bc-4848-b7dd-06a3cada59aa,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
e5866fac-e5e4-47a0-88eb-7e339ad112fe,Lower GI,bbps-0-1,quality-of-mucosal-views,2
8b6b3f42-27e0-46a0-9a34-629903921ee8,Upper GI,esophagitis-b-d,pathological-findings,8
403454ed-a939-4d54-b610-42b5f6057a53,Upper GI,pylorus,anatomical-landmarks,13
13e2c981-bfb5-45d6-860e-df27bf5ae50a,Lower GI,bbps-2-3,quality-of-mucosal-views,3
3f407cb1-5ea9-4b39-b6b8-c6e40549928c,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f25f293c-6b67-4296-b4a6-e89686782ea0,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a80aeefd-bd80-41bb-8a6f-f46d71543f34,Lower GI,dyed-resection-margins,therapeutic-interventions,6
afc1fe80-1823-406b-884e-c97428460efd,Upper GI,esophagitis-b-d,pathological-findings,8
f2bdf89f-5ae2-44f4-b417-b791068b72ab,Lower GI,polyps,pathological-findings,12
49046307-abc0-4efd-a572-0cc5797f2d52,Upper GI,pylorus,anatomical-landmarks,13
2447ec47-94b6-4627-aa99-f496d7d0b702,Lower GI,bbps-2-3,quality-of-mucosal-views,3
14d06ef3-16da-411d-80be-80d001f4bc49,Upper GI,z-line,anatomical-landmarks,22
59057b7a-e220-4ec8-8e59-955d53e43f8f,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a2264b38-438f-4b47-921b-33778456e3c8,Lower GI,cecum,anatomical-landmarks,4
aacf24ca-c210-45c9-94ea-44712aecf720,Lower GI,bbps-2-3,quality-of-mucosal-views,3
6315647e-a353-4ca0-93bd-68d2c550a859,Upper GI,retroflex-stomach,anatomical-landmarks,15
19f4a6b6-7f39-43a7-8250-b516ed511d21,Upper GI,pylorus,anatomical-landmarks,13
e1b35d55-dde3-477d-8346-4db5e891e235,Lower GI,bbps-0-1,quality-of-mucosal-views,2
d5b50fb8-4df1-47b4-ae9b-73eb31b4d4a7,Upper GI,esophagitis-a,pathological-findings,7
f1dad4f3-df9a-46e1-93e0-1005e21a5dc8,Upper GI,pylorus,anatomical-landmarks,13
be22e1ff-a8bb-4e16-a055-0730a084ba41,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
a58d94dd-e098-423b-be9d-7a2ffa788f37,Upper GI,z-line,anatomical-landmarks,22
5f5502cf-c528-4acc-af89-35e61bc109d1,Upper GI,pylorus,anatomical-landmarks,13
f8a367ff-74b1-4fb1-b31d-7371a5d2db57,Lower GI,bbps-2-3,quality-of-mucosal-views,3
0d011d39-17d7-4953-97e0-d3599a2c633c,Lower GI,dyed-resection-margins,therapeutic-interventions,6
2fbc2752-caee-4778-9e71-38327f3ec342,Lower GI,cecum,anatomical-landmarks,4
099db767-3910-4e5f-bdc2-0127011b6de1,Lower GI,cecum,anatomical-landmarks,4
d55d00a5-f161-4b96-a693-63d614dff130,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
ea946747-d5c8-4e70-9795-295a8bf5e3d2,Upper GI,z-line,anatomical-landmarks,22
0f240613-55d3-4bb8-851c-2af253e972f9,Upper GI,pylorus,anatomical-landmarks,13
7ff1c97a-5dc1-474a-b502-0522c1ebf956,Lower GI,bbps-0-1,quality-of-mucosal-views,2
cdacba65-0bf0-413c-9c95-590e0e3f038e,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
49d0c03a-79c5-47e0-a8a2-cd46c185ce98,Lower GI,cecum,anatomical-landmarks,4
c4754d0a-f64a-441b-93e3-d93bd9e3922a,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
1e3e5fe9-0acf-466b-8d88-36345f4a7976,Upper GI,esophagitis-a,pathological-findings,7
5b309d35-2779-4576-af6d-ec6d2f63e3c2,Lower GI,dyed-resection-margins,therapeutic-interventions,6
0ec12af3-5c77-4632-bf8f-451d468c9539,Lower GI,bbps-2-3,quality-of-mucosal-views,3
99cc2d5a-ad92-4719-8d57-feb66f8932c9,Lower GI,polyps,pathological-findings,12
b16e99dd-61ac-4202-b01a-e5c9d114b438,Upper GI,esophagitis-a,pathological-findings,7
e4adc31b-8945-49e3-8c47-dd052c84f5d1,Upper GI,retroflex-stomach,anatomical-landmarks,15
6c3ac1d0-65cc-4c5f-a5a6-833e6f169d84,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
7e36d52a-8662-43a7-8b5d-9f8fa62c07a9,Lower GI,impacted-stool,quality-of-mucosal-views,11
f82ffbca-a87e-41f6-b7b5-fc162bb42944,Lower GI,bbps-2-3,quality-of-mucosal-views,3
d7ef71eb-dadf-4998-9c2d-a6f83f275529,Upper GI,z-line,anatomical-landmarks,22
d17aa641-ee99-4a35-9431-4d1b75451f70,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
a6a23d84-b67b-4797-8617-f15956b38db0,Lower GI,dyed-resection-margins,therapeutic-interventions,6
7fd2d7d9-188b-499c-9fbd-1f0bba0e7a2c,Lower GI,bbps-2-3,quality-of-mucosal-views,3
9bff411d-d6e4-4933-944f-2b7205920481,Lower GI,dyed-resection-margins,therapeutic-interventions,6
e83159c7-9219-4a52-b0a0-2cbfd4b85ab9,Upper GI,pylorus,anatomical-landmarks,13
5ab39c90-07e9-4598-afa6-adec0e9c23dc,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
a83e6bd6-ee57-4cd6-9222-df9b32dab567,Lower GI,cecum,anatomical-landmarks,4
32212e50-edc8-4598-8260-c17491cd32e4,Upper GI,z-line,anatomical-landmarks,22
5b988661-9fc0-409c-af44-4ef37ea605e1,Lower GI,polyps,pathological-findings,12
362287c2-37ec-4b0a-8803-007b4427839f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
d96ddcce-15e5-43e3-b673-8e5fdf58a035,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
1ffdf409-a4ee-48cb-8ac6-2ff6ef46d054,Upper GI,pylorus,anatomical-landmarks,13
aadb5eef-41dc-44d9-82dd-1b750ac506f1,Lower GI,polyps,pathological-findings,12
df5ca626-beb0-4318-b657-6ba78c85c4a9,Upper GI,retroflex-stomach,anatomical-landmarks,15
ad9f364c-0235-4d3f-a8a1-1a5b7b3e9226,Lower GI,cecum,anatomical-landmarks,4
a2aea4a6-5793-409b-9f94-60fdea9d0227,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
256bfdf4-fb0e-4ee6-986a-02672a46a4db,Lower GI,bbps-2-3,quality-of-mucosal-views,3
33194f78-d93f-4a9b-a813-9df4f28e9f41,Upper GI,esophagitis-a,pathological-findings,7
8bd337f1-5cce-4d0e-9e72-bb9e6ed787ce,Lower GI,bbps-2-3,quality-of-mucosal-views,3
f1ff956c-c47a-4074-a016-fa2d5925f775,Lower GI,polyps,pathological-findings,12
1512ecf6-6d16-4204-95d0-d9cce4713b1d,Lower GI,polyps,pathological-findings,12
ba2e5ce3-9b81-464e-bfdf-9bf6921c7082,Lower GI,dyed-resection-margins,therapeutic-interventions,6
15f2b71a-9116-4ec7-b267-e5caaa417554,Lower GI,retroflex-rectum,anatomical-landmarks,14
8c981cfd-8113-490d-ade2-055e020f70b7,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
44af0997-c23e-4b1b-8b0a-adea62d599d4,Lower GI,cecum,anatomical-landmarks,4
48a53104-d6ad-4e1e-911a-93a463227042,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
f479b3aa-452f-45c7-af07-5ff6e44f3970,Lower GI,cecum,anatomical-landmarks,4
aa6b12fb-ccf9-4188-9dfe-457a503fd166,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
b146c2b0-0e61-4802-9622-c47027665a14,Upper GI,z-line,anatomical-landmarks,22
a9b2e139-444c-41cd-a371-be87c031829e,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
edf368f4-0127-40dd-8234-a9f62797706e,Upper GI,pylorus,anatomical-landmarks,13
fd091d93-f3bf-494d-bbee-5da2cc70989b,Upper GI,barretts-short-segment,pathological-findings,1
f1ac5188-2286-4d73-8f01-1a8dfa34dd34,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8fb14876-6282-4190-b62b-e2d3cb89b933,Upper GI,z-line,anatomical-landmarks,22
d20da476-2b26-467b-813c-44698b909a12,Lower GI,bbps-2-3,quality-of-mucosal-views,3
53101b85-a1c8-4b6d-a985-b43a9dd72b06,Upper GI,retroflex-stomach,anatomical-landmarks,15
1f89b80f-b827-4e92-bc7e-23f7febd0e2d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
00d7cb9f-e111-424d-8d78-bf4f0d5bb232,Upper GI,z-line,anatomical-landmarks,22
6a4b4551-c13d-432b-8403-5216b0e17488,Lower GI,bbps-2-3,quality-of-mucosal-views,3
ef95feb1-27c2-4de5-be8d-fa6e3e40b10a,Lower GI,bbps-0-1,quality-of-mucosal-views,2
e06149f1-dd10-452f-8a9b-b7fb91ca17ad,Upper GI,retroflex-stomach,anatomical-landmarks,15
cbafa3ac-14f2-4ea4-a599-8f61a7f01d68,Upper GI,pylorus,anatomical-landmarks,13
94065638-de05-4be8-9f0c-9680031513da,Upper GI,pylorus,anatomical-landmarks,13
b2b391f0-45b2-44cb-90d4-2b9bc5d8e8f4,Upper GI,pylorus,anatomical-landmarks,13
ceb6df48-11c0-4980-8390-5f8fa3e5d8f5,Lower GI,bbps-2-3,quality-of-mucosal-views,3
ac5bd8e7-abaf-4faf-a36b-22c6f540695c,Upper GI,retroflex-stomach,anatomical-landmarks,15
7f6d3795-69fb-4dda-ab0e-71e0471ed977,Lower GI,bbps-2-3,quality-of-mucosal-views,3
5af64f5f-2913-4d7c-80f2-100d65c12acd,Lower GI,bbps-2-3,quality-of-mucosal-views,3
aa46c9b6-75c3-4699-8f33-0330073c95ea,Lower GI,dyed-resection-margins,therapeutic-interventions,6
cfbfe379-fde6-4610-abcd-4c5f1aed3ba5,Upper GI,retroflex-stomach,anatomical-landmarks,15
